Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_mapped,clean_text,tokens,tb_polarity,tb_subjectivity,tb_sentiment
292,296," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ", Hopeful ,2022-10-30 11:40:00, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11,Positive,charting course wave hopeful anticipation sailor steering towards shore dream yet unexplored,"['charting', 'course', 'wave', 'hopeful', 'anticipation', 'sailor', 'steering', 'towards', 'shore', 'dream', 'yet', 'unexplored']",0.0,0.0,Neutral
293,297," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ", Compassionate ,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,Neutral,compassionate rain tear empathy falling gently nurturing seed kindness garden human connection,"['compassionate', 'rain', 'tear', 'empathy', 'falling', 'gently', 'nurturing', 'seed', 'kindness', 'garden', 'human', 'connection']",0.1,0.45,Positive
294,298," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ", Proud ,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,Positive,proudly scaling peak achievement mountaineer conquering challenge planting flag success,"['proudly', 'scaling', 'peak', 'achievement', 'mountaineer', 'conquering', 'challenge', 'planting', 'flag', 'success']",0.55,0.5,Positive
295,299," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ", Hopeful ,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, India ,2022,7,17,6,Positive,embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow,"['embraced', 'hopeful', 'dawn', 'gardener', 'sowing', 'seed', 'optimism', 'tending', 'bloom', 'brighter', 'tomorrow']",0.0,0.0,Neutral
296,300," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ", Playful ,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,Positive,playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere,"['playful', 'escapade', 'carnival', 'life', 'carousel', 'laughter', 'cotton', 'candy', 'dream', 'swirling', 'joyous', 'atmosphere']",0.0,0.0,Neutral
297,301," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ", Despair ,2021-09-15 16:00:00, ShatteredHeart , Instagram , #Despair #EchoingSilence ,8.0,16.0, Canada ,2021,9,15,16,Negative,drowning abyss despair heart shattered fragment lost echoing silence hopelessness,"['drowning', 'abyss', 'despair', 'heart', 'shattered', 'fragment', 'lost', 'echoing', 'silence', 'hopelessness']",0.0,0.0,Neutral
298,302," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ", Bitterness ,2019-03-08 14:20:00, VenomousSoul , Facebook , #Bitterness #ResentmentWeb ,12.0,24.0, UK ,2019,3,8,14,Negative,bitterness festering like venomous vine entwining soul web resentment poisoning garden peace,"['bitterness', 'festering', 'like', 'venomous', 'vine', 'entwining', 'soul', 'web', 'resentment', 'poisoning', 'garden', 'peace']",0.0,0.0,Neutral
299,303," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ", Loneliness ,2017-07-20 11:45:00, DesertWanderer , Twitter , #Loneliness #MiragesOfConnection ,15.0,30.0, USA ,2017,7,20,11,Negative,wandering desert loneliness step heavy sigh mirage connection shimmering never materializing,"['wandering', 'desert', 'loneliness', 'step', 'heavy', 'sigh', 'mirage', 'connection', 'shimmering', 'never', 'materializing']",-0.2,0.5,Negative
300,304," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ", Yearning ,2020-11-02 19:30:00, ColdEmbrace , Instagram , #Yearning #DistantWarmth ,10.0,20.0, Australia ,2020,11,2,19,Neutral,yearning touch thats echo distant warmth haunting heart cold embrace solitude,"['yearning', 'touch', 'thats', 'echo', 'distant', 'warmth', 'haunting', 'heart', 'cold', 'embrace', 'solitude']",-0.35,0.675,Negative
301,305," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ", Fearful ,2022-05-12 02:00:00, NightPrisoner , Facebook , #Fearful #ImaginedHorrors ,18.0,36.0, India ,2022,5,12,2,Negative,eye wide open night fearful shadow dancing wall mind prisoner imagined horror,"['eye', 'wide', 'open', 'night', 'fearful', 'shadow', 'dancing', 'wall', 'mind', 'prisoner', 'imagined', 'horror']",-0.3333333333333333,0.6333333333333333,Negative
302,306," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ", Apprehensive ,2023-04-08 13:15:00, TightropeWalker , Twitter , #Apprehensive #BalancingAct ,14.0,28.0, UK ,2023,4,8,13,Neutral,apprehensive step tightrope uncertainty balancing act fall seems inevitable anxiety constant companion,"['apprehensive', 'step', 'tightrope', 'uncertainty', 'balancing', 'act', 'fall', 'seems', 'inevitable', 'anxiety', 'constant', 'companion']",0.0,0.6666666666666666,Neutral
303,307," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ", Overwhelmed ,2021-06-25 17:50:00, AtlasBearer , Instagram , #Overwhelmed #BouldersOfExhaustion ,22.0,44.0, Canada ,2021,6,25,17,Negative,overwhelmed weight world atlas trembling shoulder responsibility boulder landscape exhaustion,"['overwhelmed', 'weight', 'world', 'atlas', 'trembling', 'shoulder', 'responsibility', 'boulder', 'landscape', 'exhaustion']",0.0,0.0,Neutral
304,308," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ", Jealous ,2019-08-30 10:10:00, GreenMonster , Facebook , #Jealous #GreenEyedMonster ,16.0,32.0, USA ,2019,8,30,10,Negative,jealousy greeneyed monster lurking shadow casting dark cloud sunshine others success,"['jealousy', 'greeneyed', 'monster', 'lurking', 'shadow', 'casting', 'dark', 'cloud', 'sunshine', 'others', 'success']",0.075,0.2,Positive
305,309," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ", Devastated ,2022-08-03 15:30:00, StormSurvivor , Twitter , #Devastated #WindsOfBrokenPromises ,25.0,50.0, Australia ,2022,8,3,15,Negative,devastated storm betrayal wreckage trust scattered like debris heart torn wind broken promise,"['devastated', 'storm', 'betrayal', 'wreckage', 'trust', 'scattered', 'like', 'debris', 'heart', 'torn', 'wind', 'broken', 'promise']",-0.4,0.4,Negative
306,310," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ", Frustrated ,2020-12-17 09:20:00, PuzzleComposer , Instagram , #Frustrated #UnsolvablePuzzle ,12.0,24.0, India ,2020,12,17,9,Negative,frustrated finger tapping keyboard symphony annoyance composing unsolvable puzzle unmet expectation,"['frustrated', 'finger', 'tapping', 'keyboard', 'symphony', 'annoyance', 'composing', 'unsolvable', 'puzzle', 'unmet', 'expectation']",-0.7,0.2,Negative
307,311," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ", Envious ,2021-02-28 22:45:00, GildedHeartache , Facebook , #Envious #GildedPrize ,20.0,40.0, USA ,2021,2,28,22,Neutral,envious eye fixated gilded prize heartache fueled painful desire possession seem forever reach,"['envious', 'eye', 'fixated', 'gilded', 'prize', 'heartache', 'fueled', 'painful', 'desire', 'possession', 'seem', 'forever', 'reach']",-0.7,0.9,Negative
308,312," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ", Dismissive ,2018-05-10 14:00:00, IndifferentFort , Twitter , #Dismissive #ImpenetrableWalls ,14.0,28.0, UK ,2018,5,10,14,Neutral,dismissive glance fortress built indifference wall impenetrable plea understanding recognition,"['dismissive', 'glance', 'fortress', 'built', 'indifference', 'wall', 'impenetrable', 'plea', 'understanding', 'recognition']",0.0,0.0,Neutral
309,313," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,2022-01-07 11:10:00, DreamMosaic , Instagram , #Frustrated #MosaicOfDisappointment ,15.0,30.0, Canada ,2022,1,7,11,Negative,shattered dream lie floor like fragment glass mosaic disappointment crafted hand frustration,"['shattered', 'dream', 'lie', 'floor', 'like', 'fragment', 'glass', 'mosaic', 'disappointment', 'crafted', 'hand', 'frustration']",-0.6,0.4,Negative
310,314," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,2019-09-19 03:30:00, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18.0,36.0, Australia ,2019,9,19,3,Negative,loneliness silent companion night echo chamber solitude heart solitary nocturne,"['loneliness', 'silent', 'companion', 'night', 'echo', 'chamber', 'solitude', 'heart', 'solitary', 'nocturne']",0.0,0.55,Neutral
311,315," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ", Fearful ,2023-07-14 23:00:00, DarkWhispers , Twitter , #Fearful #SpecterOfTheUnknown ,13.0,26.0, UK ,2023,7,14,23,Negative,fearful whisper dark mind haunted specter unknown shadow dancing rhythm anxiety tune,"['fearful', 'whisper', 'dark', 'mind', 'haunted', 'specter', 'unknown', 'shadow', 'dancing', 'rhythm', 'anxiety', 'tune']",-0.38333333333333336,0.6666666666666666,Negative
312,316," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ", Bitterness ,2020-04-05 16:20:00, LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10.0,20.0, India ,2020,4,5,16,Negative,bitterness bitter aftertaste lingering tongue word reminder wound refuse heal passing time,"['bitterness', 'bitter', 'aftertaste', 'lingering', 'tongue', 'word', 'reminder', 'wound', 'refuse', 'heal', 'passing', 'time']",-0.1,0.5,Negative
313,317," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ", Overwhelmed ,2021-11-29 08:45:00, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20.0,40.0, USA ,2021,11,29,8,Negative,overwhelmed cacophony expectation drowning soul tempest pressure struggling stay afloat,"['overwhelmed', 'cacophony', 'expectation', 'drowning', 'soul', 'tempest', 'pressure', 'struggling', 'stay', 'afloat']",0.0,0.1,Neutral
314,318," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ", Jealous ,2019-12-12 17:00:00, VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16.0,32.0, Australia ,2019,12,12,17,Negative,jealousy venom seeps vein poisoning heart turning breeding ground discontent,"['jealousy', 'venom', 'seeps', 'vein', 'poisoning', 'heart', 'turning', 'breeding', 'ground', 'discontent']",0.0,0.0,Neutral
315,319," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ", Devastated ,2022-05-20 14:50:00, FragileTrust , Instagram , #Devastated #ShatteredTrust ,25.0,50.0, Canada ,2022,5,20,14,Negative,devastated revelation betrayal trust shattered like fragile glass leaving shard pain wake,"['devastated', 'revelation', 'betrayal', 'trust', 'shattered', 'like', 'fragile', 'glass', 'leaving', 'shard', 'pain', 'wake']",0.0,0.5,Neutral
316,320," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ", Frustrated ,2020-09-03 12:15:00, BrokenThreads , Facebook , #Frustrated #SlippingThreads ,14.0,28.0, UK ,2020,9,3,12,Negative,frustrated attempt mend broken connection thread understanding slipping finger like grain sand,"['frustrated', 'attempt', 'mend', 'broken', 'connection', 'thread', 'understanding', 'slipping', 'finger', 'like', 'grain', 'sand']",-0.4000000000000001,0.23333333333333336,Negative
317,321," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ", Envious ,2021-02-10 19:30:00, SuccessPill , Twitter , #Envious #BitterPill ,20.0,40.0, USA ,2021,2,10,19,Neutral,envious gaze cast upon podium success bitter pill swallowed taste lingering constant reminder unattained height,"['envious', 'gaze', 'cast', 'upon', 'podium', 'success', 'bitter', 'pill', 'swallowed', 'taste', 'lingering', 'constant', 'reminder', 'unattained', 'height']",0.06666666666666667,0.27777777777777773,Positive
318,322," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", Dismissive ,2018-08-18 14:40:00, CurtainShield , Instagram , #Dismissive #IndifferencePerformance ,12.0,24.0, Australia ,2018,8,18,14,Neutral,dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference,"['dismissive', 'gesture', 'curtain', 'drawn', 'shield', 'vulnerability', 'stage', 'emotion', 'take', 'backseat', 'performance', 'indifference']",0.0,0.0,Neutral
319,323," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ", Despair ,2022-02-28 21:00:00, FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8.0,16.0, Canada ,2022,2,28,21,Negative,despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness,"['despair', 'like', 'heavy', 'fog', 'enveloping', 'every', 'thought', 'blurring', 'path', 'ahead', 'journey', 'labyrinth', 'utter', 'hopelessness']",-0.1,0.75,Negative
320,324," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ", Bitterness ,2019-10-15 10:30:00, IcyResentment , Twitter , #Bitterness #IciclesOfResentment ,15.0,30.0, UK ,2019,10,15,10,Negative,bitterness bitter chill air freezing moment icicle resentment dangle precariously landscape memory,"['bitterness', 'bitter', 'chill', 'air', 'freezing', 'moment', 'icicle', 'resentment', 'dangle', 'precariously', 'landscape', 'memory']",-0.1,0.5,Negative
321,325," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ", Loneliness ,2017-12-01 18:50:00, SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18.0,36.0, USA ,2017,12,1,18,Negative,loneliness solitary moon starless sky casting cold glow landscape isolation echo bounce empty space,"['loneliness', 'solitary', 'moon', 'starless', 'sky', 'casting', 'cold', 'glow', 'landscape', 'isolation', 'echo', 'bounce', 'empty', 'space']",-0.35,0.75,Negative
